"sample_id","day","inoc","T","feedstock","pH","rep","inoc_T","T_inoc","inoc_pH","T_pH","pH_inoc","feedstock_T","day_2","C4","ISOC5","ISOC4","C3","C2","C5","C6","C7","ISOC6","total","SID"
"A_45_F_9_C_D3",7.2,"A",45,"F",9,"C","A_45 ","45_A","A_pH_9","45_pH_9","pH_9_A","F_45","D3",0.011082363,0.119808277,0.060179039,0.021986106,1.561536655,0,0,0,0,1.77459244,NA
"B_35_F_5_A_D3_2",10.7,"B",35,"F",5,"A","B_35 ","35_B","B_pH_5","35_pH_5","pH_5_B","F_35","D3",1.322880538,0.101678692,0.086707221,0.32326962,1.060992996,0,0.140723663,0,0,3.03625273,NA
"B_35_F_5_B_D3_2",10.7,"B",35,"F",5,"B","B_35 ","35_B","B_pH_5","35_pH_5","pH_5_B","F_35","D3",1.291890707,0.114312592,0.090161446,0.417177314,1.673183198,0,0.190110462,0,0,3.776835719,NA
"B_35_F_5_C_D3_2",10.7,"B",35,"F",5,"C","B_35 ","35_B","B_pH_5","35_pH_5","pH_5_B","F_35","D3",0.745281658,0.055275615,0.059451247,0.321598667,0.822706858,0.075966988,0.381054422,0,0,2.461335455,NA
"B_35_F_7_A_D3_2",10.7,"B",35,"F",7,"A","B_35 ","35_B","B_pH_7","35_pH_7","pH_7_B","F_35","D3",0,0,0.095054744,0.502666724,0.296384557,0,0,0,0,0.894106025,NA
"B_35_F_7_B_D3_2",10.7,"B",35,"F",7,"B","B_35 ","35_B","B_pH_7","35_pH_7","pH_7_B","F_35","D3",0,0,0.05433288,0.452068187,0.130287293,0,0,0,0,0.63668836,NA
"B_35_F_7_C_D3_2",10.7,"B",35,"F",7,"C","B_35 ","35_B","B_pH_7","35_pH_7","pH_7_B","F_35","D3",0,0.034795444,0,0.452068187,0,0,0,0,0,0.486863631,NA
"B_35_F_9_A_D3_2",10.7,"B",35,"F",9,"A","B_35 ","35_B","B_pH_9","35_pH_9","pH_9_B","F_35","D3",0.149444403,0.086247716,0.06968798,0.808502392,3.235609432,0,0,0,0,4.349491923,NA
"B_35_F_9_B_D3_2",10.7,"B",35,"F",9,"B","B_35 ","35_B","B_pH_9","35_pH_9","pH_9_B","F_35","D3",0.260454587,0.105488784,0.090880983,0.746595159,2.813220668,0,0,0,0,4.016640181,NA
"B_35_F_9_C_D3_2",10.7,"B",35,"F",9,"C","B_35 ","35_B","B_pH_9","35_pH_9","pH_9_B","F_35","D3",0,0.033850995,0.079924713,0.733594288,2.817712541,0,0,0,0,3.665082537,NA
"B_45_F_5_A_D3",10.7,"B",45,"F",5,"A","B_45 ","45_B","B_pH_5","45_pH_5","pH_5_B","F_45","D3",0.255745774,0.189310796,0.103402267,0.243250768,0.519395352,0.450252692,0.615844181,0.471817034,0,2.849018864,NA
"B_45_F_5_B_D3",10.7,"B",45,"F",5,"B","B_45 ","45_B","B_pH_5","45_pH_5","pH_5_B","F_45","D3",0,0,0,0,0.352137256,0.08116476,0.146344722,0,0,0.579646738,NA
"B_45_F_5_C_D3_2",10.7,"B",45,"F",5,"C","B_45 ","45_B","B_pH_5","45_pH_5","pH_5_B","F_45","D3",0.097411934,0.151209881,0.090880983,0.266482048,0.591077393,0.199472896,0.374714255,0,0,1.77124939,NA
"B_45_F_7_A_D3_2",10.7,"B",45,"F",7,"A","B_45 ","45_B","B_pH_7","45_pH_7","pH_7_B","F_45","D3",0,0.045670348,0.115923552,0.411032232,0.12116179,0,0,0,0,0.693787922,NA
"B_45_F_7_B_D3_2",10.7,"B",45,"F",7,"B","B_45 ","45_B","B_pH_7","45_pH_7","pH_7_B","F_45","D3",0,0.044563305,0.064569613,0.738180714,0.810114396,0,0,0,0,1.657428028,NA
"B_45_F_7_C_D3_2",10.7,"B",45,"F",7,"C","B_45 ","45_B","B_pH_7","45_pH_7","pH_7_B","F_45","D3",0,0.030117965,0.079924713,0.486274924,0.19864344,0,0,0,0,0.794961042,NA
"B_45_F_9_A_D3_2",10.7,"B",45,"F",9,"A","B_45 ","45_B","B_pH_9","45_pH_9","pH_9_B","F_45","D3",0.255339316,0.157042561,0,0.239737687,2.655809465,0,0,0,0,3.307929029,NA
"B_45_F_9_B_D3_2",10.7,"B",45,"F",9,"B","B_45 ","45_B","B_pH_9","45_pH_9","pH_9_B","F_45","D3",0.174218771,0.087412546,0.074806346,0.147449734,1.459525624,0,0,0,0,1.943413021,NA
"B_45_F_9_C_D3_2",10.7,"B",45,"F",9,"C","B_45 ","45_B","B_pH_9","45_pH_9","pH_9_B","F_45","D3",0.202771626,0.204551162,0.115923552,0.136128756,1.698166695,0,0,0,0,2.357541791,NA
"A_35_M_5_A_D4",11.29,"A",35,"M",5,"A","A_35","35_A","A_pH_5","35_pH_5","pH_5_A","M_35","D4",0.043974292,0.000871977,0.004309412,0.646247368,0.975921777,0.051383352,0,0,0,1.722708178,NA
"A_35_M_5_B_D4",11.29,"A",35,"M",5,"B","A_35","35_A","A_pH_5","35_pH_5","pH_5_A","M_35","D4",0,0,0,0.255175663,0.669874408,0,0,0,0,0.925050071,NA
"A_35_M_5_C_D4",11.29,"A",35,"M",5,"C","A_35","35_A","A_pH_5","35_pH_5","pH_5_A","M_35","D4",0,0,0,0.385972217,0.802941983,0,0,0,0,1.1889142,NA
"A_35_M_7_A_D4",11.29,"A",35,"M",7,"A","A_35","35_A","A_pH_7","35_pH_7","pH_7_A","M_35","D4",0,0.040165845,0.038063736,0.525507287,0.791102921,0,0,0,0,1.394839789,NA
"A_35_M_7_B_D4",11.29,"A",35,"M",7,"B","A_35","35_A","A_pH_7","35_pH_7","pH_7_A","M_35","D4",0,0,0,0.882240911,0.27381603,0,0,0,0,1.156056941,NA
"A_35_M_7_C_D4",11.29,"A",35,"M",7,"C","A_35","35_A","A_pH_7","35_pH_7","pH_7_A","M_35","D4",0,0.013027431,0,0.882660116,0.344106074,0,0,0,0,1.239793621,NA
"A_35_M_9_A_D4",11.29,"A",35,"M",9,"A","A_35","35_A","A_pH_9","35_pH_9","pH_9_A","M_35","D4",0,0,0,0.203672124,1.206605612,0,0,0,0,1.410277736,NA
"A_35_M_9_B_D4",11.29,"A",35,"M",9,"B","A_35","35_A","A_pH_9","35_pH_9","pH_9_A","M_35","D4",0,0,0,0.269925051,2.45360502,0,0,0,0,2.723530071,NA
"A_35_M_9_C_D4",11.29,"A",35,"M",9,"C","A_35","35_A","A_pH_9","35_pH_9","pH_9_A","M_35","D4",0,0.048017828,0.052346047,0.390304545,1.828557451,0.052310271,0,0.346279516,0.030258892,2.74807455,NA
"A_45_M_5_A_D4",11.29,"A",45,"M",5,"A","A_45","45_A","A_pH_5","45_pH_5","pH_5_A","M_45","D4",0,0,0,0.092492537,0.556434338,0,0,0,0,0.648926875,NA
"A_45_M_5_B_D4",11.29,"A",45,"M",5,"B","A_45","45_A","A_pH_5","45_pH_5","pH_5_A","M_45","D4",0,0.003954059,0,0.157152051,0.233110532,0,0,0,0,0.394216642,NA
"A_45_M_5_C_D4",11.29,"A",45,"M",5,"C","A_45","45_A","A_pH_5","45_pH_5","pH_5_A","M_45","D4",0,0,0,0.099508881,0.159426724,0,0,0,0,0.258935605,NA
"A_45_M_7_B_D4",11.29,"A",45,"M",7,"B","A_45","45_A","A_pH_7","45_pH_7","pH_7_A","M_45","D4",0.045948519,0.050834331,0.048517686,0.310559555,0.279448628,0.111838302,0.136068448,0.39517205,0.08954607,1.467933589,NA
"A_45_M_9_A_D4",11.29,"A",45,"M",9,"A","A_45","45_A","A_pH_9","45_pH_9","pH_9_A","M_45","D4",0,0,0,0,1.705379131,0,0,0,0,1.705379131,NA
"A_45_M_9_B_D4",11.29,"A",45,"M",9,"B","A_45","45_A","A_pH_9","45_pH_9","pH_9_A","M_45","D4",0,0.019616595,0.005558003,0.170685727,2.693488259,0,0,0,0,2.889348584,NA
"A_45_M_9_C_D4",11.29,"A",45,"M",9,"C","A_45","45_A","A_pH_9","45_pH_9","pH_9_A","M_45","D4",0,0.020517878,0.006920234,0.140384329,3.104757041,0,0,0,0,3.272579482,NA
"A_35_F_5_A_D4",11.3,"A",35,"F",5,"A","A_35 ","35_A","A_pH_5","35_pH_5","pH_5_A","F_35","D4",1.193857547,0.121463466,0.071064387,0.423038984,1.206000152,0.121001524,0.170974663,0,0,3.307400723,NA
"A_35_F_5_A_D4_2",11.3,"A",35,"F",5,"A","A_35 ","35_A","A_pH_5","35_pH_5","pH_5_A","F_35","D4",1.131017132,0.116275076,0.068113207,0.519066792,1.218949058,0.118998205,0.158882746,0,0,3.331302216,NA
"A_35_F_5_B_D4",11.3,"A",35,"F",5,"B","A_35 ","35_A","A_pH_5","35_pH_5","pH_5_A","F_35","D4",1.292876712,0.186465854,0.118999779,0.585134892,1.060621144,0.234001265,0.121964023,0,0,3.600063669,NA
"A_35_F_5_C_D4",11.3,"A",35,"F",5,"C","A_35 ","35_A","A_pH_5","35_pH_5","pH_5_A","F_35","D4",1.242367092,0.163788297,0.111982678,0.630171618,1.551714867,0.192142716,0.186605287,0,0,4.078772555,NA
"A_35_F_5_C_D4_2",11.3,"A",35,"F",5,"C","A_35 ","35_A","A_pH_5","35_pH_5","pH_5_A","F_35","D4",1.3492774,0.228636165,0.167153721,0.730227093,0.807566869,0.264573215,0.267787637,0.189367998,0.15835518,4.162945278,NA
"A_35_F_7_A_D4",11.3,"A",35,"F",7,"A","A_35 ","35_A","A_pH_7","35_pH_7","pH_7_A","F_35","D4",0,0.095062895,0.056830068,0.213614856,0.039709716,0,0,0,0,0.405217535,NA
"A_35_F_7_B_D4",11.3,"A",35,"F",7,"B","A_35 ","35_A","A_pH_7","35_pH_7","pH_7_A","F_35","D4",0.990761017,0.120972711,0.080095093,0.571851451,1.909758706,0.104911666,0.018164672,0,0,3.796515316,NA
"A_35_F_7_C_D4",11.3,"A",35,"F",7,"C","A_35 ","35_A","A_pH_7","35_pH_7","pH_7_A","F_35","D4",0,0.083935693,0,0.303974663,0.017023319,0,0,0,0,0.404933675,NA
"A_35_F_9_A_D4",11.3,"A",35,"F",9,"A","A_35 ","35_A","A_pH_9","35_pH_9","pH_9_A","F_35","D4",0,0.147909008,0.108902074,0.563870378,2.970409179,0,0,0,0,3.791090639,NA
"A_35_F_9_B_D4",11.3,"A",35,"F",9,"B","A_35 ","35_A","A_pH_9","35_pH_9","pH_9_A","F_35","D4",0,0.095582924,0.062280086,0.413403866,2.998841993,0,0,0,0,3.570108869,NA
"A_35_F_9_C_D4",11.3,"A",35,"F",9,"C","A_35 ","35_A","A_pH_9","35_pH_9","pH_9_A","F_35","D4",0.31929577,0.097015982,0.062825422,0.154430334,2.770368492,0.052890675,0,0,0,3.456826675,NA
"A_45_F_5_A_D4",11.3,"A",45,"F",5,"A","A_45 ","45_A","A_pH_5","45_pH_5","pH_5_A","F_45","D4",0.398291235,0.17045994,0.087968823,0.904755072,0.526634017,0.525233214,0.056685629,0,0,2.67002793,NA
"A_45_F_5_A_D4_2",11.3,"A",45,"F",5,"A","A_45 ","45_A","A_pH_5","45_pH_5","pH_5_A","F_45","D4",0.357451294,0.155731268,0.079898604,0.780383501,0.463868195,0.436244561,0.033105022,0,0,2.306682445,NA
"A_45_F_5_B_D4",11.3,"A",45,"F",5,"B","A_45 ","45_A","A_pH_5","45_pH_5","pH_5_A","F_45","D4",0.104049335,0.190279053,0.118431568,0.886615883,1.29180934,0.376743624,0.139231913,0,0,3.107160716,NA
"A_45_F_5_C_D4",11.3,"A",45,"F",5,"C","A_45 ","45_A","A_pH_5","45_pH_5","pH_5_A","F_45","D4",0.35553599,0.167600179,0.109665536,0.800309978,0.74002007,0.463069972,0.116829035,0,0,2.75303076,NA
"A_45_F_7_A_D4",11.3,"A",45,"F",7,"A","A_45 ","45_A","A_pH_7","45_pH_7","pH_7_A","F_45","D4",0,0,0,0.349072429,0.229976959,0,0,0,0,0.579049388,NA
"A_45_F_7_B_D4",11.3,"A",45,"F",7,"B","A_45 ","45_A","A_pH_7","45_pH_7","pH_7_A","F_45","D4",0,0,0,0.277975571,0,0,0,0,0,0.277975571,NA
"A_45_F_7_C_D4",11.3,"A",45,"F",7,"C","A_45 ","45_A","A_pH_7","45_pH_7","pH_7_A","F_45","D4",0,0.138448598,0.096538218,0.89501928,0.700023314,0.061851676,0,0.104413723,0,1.996294809,NA
"A_45_F_9_A_D4",11.3,"A",45,"F",9,"A","A_45 ","45_A","A_pH_9","45_pH_9","pH_9_A","F_45","D4",0,0.109748792,0.0520911,0.022109428,2.332803063,0,0,0,0,2.516752383,NA
"A_45_F_9_B_D4",11.3,"A",45,"F",9,"B","A_45 ","45_A","A_pH_9","45_pH_9","pH_9_A","F_45","D4",0,0.034188238,0,0,1.352503776,0,0,0,0,1.386692014,NA
"A_45_F_9_C_D4",11.3,"A",45,"F",9,"C","A_45 ","45_A","A_pH_9","45_pH_9","pH_9_A","F_45","D4",0,0.180875697,0.108379894,0,1.710268203,0,0,0,0,1.999523794,NA
"B_35_M_5_A_D4",11.7,"B",35,"M",5,"A","B_35","35_B","B_pH_5","35_pH_5","pH_5_B","M_35","D4",0.1,0,0,0.3,0.7,0,0,0,0,1.1,NA
"B_35_M_5_B_D4",11.7,"B",35,"M",5,"B","B_35","35_B","B_pH_5","35_pH_5","pH_5_B","M_35","D4",0,0,0,0.1,0.4,0,0,0,0,0.5,NA
"B_35_M_5_C_D4",11.7,"B",35,"M",5,"C","B_35","35_B","B_pH_5","35_pH_5","pH_5_B","M_35","D4",0,0,0,0,0.4,0,0,0,0,0.4,NA
"B_35_M_7_A_D4",11.7,"B",35,"M",7,"A","B_35","35_B","B_pH_7","35_pH_7","pH_7_B","M_35","D4",0,0,0,0.8,0.3,0,0,0,0,1.1,NA
"B_35_M_7_B_D4",11.7,"B",35,"M",7,"B","B_35","35_B","B_pH_7","35_pH_7","pH_7_B","M_35","D4",0,0,0,0.4,0.4,0,0,0,0,0.8,NA
"B_35_M_7_C_D4",11.7,"B",35,"M",7,"C","B_35","35_B","B_pH_7","35_pH_7","pH_7_B","M_35","D4",0,0,0,0.2,0.4,0,0,0,0,0.6,NA
"B_35_M_9_A_D4",11.7,"B",35,"M",9,"A","B_35","35_B","B_pH_9","35_pH_9","pH_9_B","M_35","D4",0,0,0,0.3,1.6,0,0,0,0,1.9,NA
"B_35_M_9_B_D4",11.7,"B",35,"M",9,"B","B_35","35_B","B_pH_9","35_pH_9","pH_9_B","M_35","D4",0,0,0,0,0.9,0,0,0,0,0.9,NA
"B_35_M_9_C_D4",11.7,"B",35,"M",9,"C","B_35","35_B","B_pH_9","35_pH_9","pH_9_B","M_35","D4",0,0,0,0.4,2,0,0,0,0,2.4,NA
"B_45_M_5_A_D4",11.7,"B",45,"M",5,"A","B_45","45_B","B_pH_5","45_pH_5","pH_5_B","M_45","D4",0,0,0,0.1,0.5,0,0,0,0,0.6,NA
"B_45_M_5_B_D4",11.7,"B",45,"M",5,"B","B_45","45_B","B_pH_5","45_pH_5","pH_5_B","M_45","D4",0.1,0,0,0,0.2,0,0,0,0,0.3,NA
"B_45_M_5_C_D4",11.7,"B",45,"M",5,"C","B_45","45_B","B_pH_5","45_pH_5","pH_5_B","M_45","D4",0,0,0,0,0.4,0,0,0,0,0.4,NA
"B_45_M_7_B_D4",11.7,"B",45,"M",7,"B","B_45","45_B","B_pH_7","45_pH_7","pH_7_B","M_45","D4",0,0,0,0,0.3,0,0,0,0,0.3,NA
"B_45_M_9_A_D4",11.7,"B",45,"M",9,"A","B_45","45_B","B_pH_9","45_pH_9","pH_9_B","M_45","D4",0,0.1,0,0.2,2.4,0,0,0,0,2.7,NA
"B_45_M_9_B_D4",11.7,"B",45,"M",9,"B","B_45","45_B","B_pH_9","45_pH_9","pH_9_B","M_45","D4",0,0.1,0,0.3,2,0,0,0,0,2.4,NA
"B_45_M_9_C_D4",11.7,"B",45,"M",9,"C","B_45","45_B","B_pH_9","45_pH_9","pH_9_B","M_45","D4",0,0,0,0,0.8,0,0,0,0,0.8,NA
